Order,Family,Genus and species,Genus,Species,Author,Status ,notes,Kauai,Oahu,Molokai,Lanai,Kahoolawe,Maui,HawaiiIsland
LEPIDOPTERA,Noctuidae,Simplicia caeneusalis,Simplicia,caeneusalis,"(Walker, 1858)",adv,,Ka,Oa,,Ln,,Ma,Ha
LEPIDOPTERA,Noctuidae,Spodoptera exempta,Spodoptera,exempta,"(Walker, 1856)",adv,,Ka,Oa,Mo,Ln,,Ma,Ha
LEPIDOPTERA,Noctuidae,Spodoptera exigua,Spodoptera,exigua,"(Huebner, 1808)",adv,,Ka,Oa,Mo,,,Ma,Ha
LEPIDOPTERA,Noctuidae,Spodoptera litura,Spodoptera,litura,"(Fabricius, 1775)",adv,,,,,,,,
LEPIDOPTERA,Noctuidae,Spodoptera mauritia,Spodoptera,mauritia,"(Boisduval, 1833)",adv,,Ka,Oa,,,,Ma,Ha
LEPIDOPTERA,Noctuidae,Stictoptera cucullioides,Stictoptera,cucullioides,"Guenee, 1852",adv,,,Oa,,,,,
LEPIDOPTERA,Noctuidae,Targalla delatrix,Targalla,delatrix,"(Guenee, 1852)",adv,,Ka,Oa,Mo,,,Ma,Ha
LEPIDOPTERA,Noctuidae,Trichoclea edwardsi,Trichoclea,edwardsi,"Smith, 1888",adv,,,Oa,,,,,
LEPIDOPTERA,Noctuidae,Trichoclea postica,Trichoclea,postica,"Smith, 1891",adv,,,Oa,,,,,
LEPIDOPTERA,Noctuidae,Trichoplusia ni,Trichoplusia,ni,"(Huebner, 1802)",adv,,Ka,Oa,Mo,,,Ma,Ha
LEPIDOPTERA,Notodontidae,Cyanotricha necyria,Cyanotricha,necyria,"(Felder & Rogenhofer, 1874)",pur,"released for biological control of banana poka (Passiflora mollissima), but never established",,,,,,,Ha
LEPIDOPTERA,Nymphalidae,Agraulis vanillae,Agraulis,vanillae,"(Linnaeus, 1758)",adv,,Ka,Oa,Mo,Ln,,Ma,Ha
LEPIDOPTERA,Nymphalidae,Danaus plexippus,Danaus,plexippus,"(Linnaeus, 1758)",adv,,Ka,Oa,Mo,Ln,,Ma,Ha
LEPIDOPTERA,Nymphalidae,Vanessa atalanta,Vanessa,atalanta,"(Linnaeus, 1758)",adv,,Ka,Oa,Mo,Ln,,Ma,Ha
LEPIDOPTERA,Nymphalidae,Vanessa cardui,Vanessa,cardui,"(Linnaeus, 1758)",adv,,Ka,Oa,Mo,Ln,,Ma,Ha
LEPIDOPTERA,Nymphalidae,Vanessa tameamea,Vanessa,tameamea,"Eschscholtz, 1821",end,,Ka,Oa,Mo,Ln,,Ma,Ha
LEPIDOPTERA,Nymphalidae,Vanessa virginiensis,Vanessa,virginiensis,"(Drury, 1773)",adv,,Ka,Oa,Mo,Ln,,Ma,Ha
LEPIDOPTERA,Oecophoridae,Autosticha pelodes,Autosticha,pelodes,"(Meyrick, 1883)",adv,,,Oa,,,,,
LEPIDOPTERA,Oecophoridae,Depressaria umbellana,Depressaria,umbellana,"Stephens, 1834",pur,,,,,,,,
LEPIDOPTERA,Oecophoridae,Endrosis sarcitrella,Endrosis,sarcitrella,"(Linnaeus, 1758)",adv,,,,,,,,Ha
LEPIDOPTERA,Oecophoridae,Ethmia nigroapicella,Ethmia,nigroapicella,"(Saalmueller, 1880)",adv,,Ka,Oa,,,,Ma,Ha
LEPIDOPTERA,Oecophoridae,Hofmannophila pseudospretella,Hofmannophila,pseudospretella,"(Stainton, 1849)",adv,,Ka,,,,,Ma,Ha
LEPIDOPTERA,Oecophoridae,Stoeberhinus testaceus,Stoeberhinus,testaceus,"Butler, 1881",adv,,Ka,Oa,Mo,Ln,,Ma,Ha
LEPIDOPTERA,Oecophoridae,Thyrocopa abusa,Thyrocopa,abusa,"Walsingham, 1907",end,,,Oa,,,,,
LEPIDOPTERA,Oecophoridae,Thyrocopa acetosa,Thyrocopa,acetosa,"Meyrick, 1915",end,,Ka,,,,,,
LEPIDOPTERA,Oecophoridae,Thyrocopa adumbrata,Thyrocopa,adumbrata,"Walsingham, 1907",end,,,,,,,,Ha
LEPIDOPTERA,Oecophoridae,Thyrocopa albonubila,Thyrocopa,albonubila,"Walsingham, 1907",end,,Ka,,,,,,
LEPIDOPTERA,Oecophoridae,Thyrocopa altema,Thyrocopa,altema,"Walsingham, 1907",end,,,,,,,Ma,Ha
LEPIDOPTERA,Oecophoridae,Thyrocopa apatela,Thyrocopa,apatela,"(Walsingham, 1907)",end,,,,Mo,,,Ma,
LEPIDOPTERA,Oecophoridae,Thyrocopa argentea,Thyrocopa,argentea,"(Butler, 1881)",end,,,Oa,,,,Ma,Ha
LEPIDOPTERA,Oecophoridae,Thyrocopa brevipalpis,Thyrocopa,brevipalpis,"(Walsingham, 1907)",end,,Ka,,,,,,
LEPIDOPTERA,Oecophoridae,Thyrocopa cinerella,Thyrocopa,cinerella,"Walsingham, 1907",end,,Ka,,,,,,
LEPIDOPTERA,Oecophoridae,Thyrocopa criminosa,Thyrocopa,criminosa,"Meyrick, 1915",end,,,Oa,,,,,
LEPIDOPTERA,Oecophoridae,Thyrocopa decipiens,Thyrocopa,decipiens,"(Walsingham, 1907)",end,,,Oa,Mo,,,,Ha
LEPIDOPTERA,Oecophoridae,Thyrocopa depressariella,Thyrocopa,depressariella,"Walsingham, 1907",end,,Ka,,,,,,
LEPIDOPTERA,Oecophoridae,Thyrocopa epicapna,Thyrocopa,epicapna,"(Meyrick, 1883)",end,,Ka,,,,,,Ha
LEPIDOPTERA,Oecophoridae,Thyrocopa fraudulentella,Thyrocopa,fraudulentella,"Walsingham, 1907",end,,,,,,,Ma,Ha
LEPIDOPTERA,Oecophoridae,Thyrocopa geminipuncta,Thyrocopa,geminipuncta,"Walsingham, 1907",end,,,,Mo,,,,
LEPIDOPTERA,Oecophoridae,Thyrocopa gigas,Thyrocopa,gigas,"(Butler, 1881)",end,,Ka,Oa,Mo,,,Ma,
LEPIDOPTERA,Oecophoridae,Thyrocopa immutata,Thyrocopa,immutata,"Walsingham, 1907",end,,Ka,,,,,,
LEPIDOPTERA,Oecophoridae,Thyrocopa indecora,Thyrocopa,indecora,"(Butler, 1881)",end,,,,,,,Ma,Ha
LEPIDOPTERA,Oecophoridae,Thyrocopa inermis,Thyrocopa,inermis,"Walsingham, 1907",end,,,,,,,,Ha
LEPIDOPTERA,Oecophoridae,Thyrocopa ingeminata,Thyrocopa,ingeminata,"Meyrick, 1915",end,,,,,,,,
LEPIDOPTERA,Oecophoridae,Thyrocopa leonina,Thyrocopa,leonina,"Walsingham, 1907",end,,,,,Ln,,,
LEPIDOPTERA,Oecophoridae,Thyrocopa librodes,Thyrocopa,librodes,"Meyrick, 1915",end,,Ka,,,,,,
LEPIDOPTERA,Oecophoridae,Thyrocopa mediomaculata,Thyrocopa,mediomaculata,"Walsingham, 1907",end,,,,,,,Ma,
LEPIDOPTERA,Oecophoridae,Thyrocopa megas,Thyrocopa,megas,"Walsingham, 1907",end,,,,,,,Ma,
LEPIDOPTERA,Oecophoridae,Thyrocopa minor,Thyrocopa,minor,"Walsingham, 1907",end,,,,Mo,,,,
LEPIDOPTERA,Oecophoridae,Thyrocopa n.sp. nr. abusa,Thyrocopa,n.sp. nr. abusa,Walsingham,end,,,,,,,,
LEPIDOPTERA,Oecophoridae,Thyrocopa nubifer,Thyrocopa,nubifer,"Walsingham, 1907",end,,,,,,,,Ha
LEPIDOPTERA,Oecophoridae,Thyrocopa pallida,Thyrocopa,pallida,"Walsingham, 1907",end,,Ka,Oa,Mo,,,,
LEPIDOPTERA,Oecophoridae,Thyrocopa peleana,Thyrocopa,peleana,"Swezey, 1932",end,,,Oa,,,,,
LEPIDOPTERA,Oecophoridae,Thyrocopa phycidiformis,Thyrocopa,phycidiformis,"(Walsingham, 1907)",end,,Ka,,,,,,
LEPIDOPTERA,Oecophoridae,Thyrocopa pulverulenta,Thyrocopa,pulverulenta,"Walsingham, 1907",end,,,,,,,,
LEPIDOPTERA,Oecophoridae,Thyrocopa sapindiella,Thyrocopa,sapindiella,"Swezey, 1913",end,,,Oa,,,,,
LEPIDOPTERA,Oecophoridae,Thyrocopa seminatella,Thyrocopa,seminatella,"Walsingham, 1907",end,,Ka,,,,,,
LEPIDOPTERA,Oecophoridae,Thyrocopa spilobathra,Thyrocopa,spilobathra,"Meyrick, 1915",end,,,Oa,,,,,
LEPIDOPTERA,Oecophoridae,Thyrocopa subahenea,Thyrocopa,subahenea,"Walsingham, 1907",end,,,,Mo,,,,
LEPIDOPTERA,Oecophoridae,Thyrocopa sucosa,Thyrocopa,sucosa,"Meyrick, 1915",end,,,Oa,,,,,
LEPIDOPTERA,Oecophoridae,Thyrocopa tessellatella,Thyrocopa,tessellatella,"Walsingham, 1907",end,,,,,,,,Ha
LEPIDOPTERA,Oecophoridae,Thyrocopa usitata,Thyrocopa,usitata,"(Butler, 1881)",end,,Ka,Oa,,,,,Ha
LEPIDOPTERA,Oecophoridae,Thyrocopa vagans,Thyrocopa,vagans,"(Walsingham, 1907)",end,,Ka,,,,,,
LEPIDOPTERA,Oecophoridae,Thyrocopa viduella,Thyrocopa,viduella,"Walsingham, 1907",end,,Ka,,,,,,
LEPIDOPTERA,Opostegidae,Paralopostega callosa,Paralopostega,callosa,"(Swezey, 1921)",end,,,Oa,,,,,
LEPIDOPTERA,Opostegidae,Paralopostega dives,Paralopostega,dives,"(Walsingham, 1907)",end,,Ka,,,,,,
LEPIDOPTERA,Opostegidae,Paralopostega filiforma,Paralopostega,filiforma,"(Swezey, 1921)",end,,,Oa,,,,,
LEPIDOPTERA,Opostegidae,Paralopostega maculata,Paralopostega,maculata,"(Walsingham, 1907)",end,,,Oa,Mo,,,,
LEPIDOPTERA,Opostegidae,Paralopostega peleana,Paralopostega,peleana,"(Swezey, 1921)",end,,Ka,Oa,,,,,
LEPIDOPTERA,Opostegidae,Paralopostega serpentina,Paralopostega,serpentina,"(Swezey, 1921)",end,,Ka,Oa,,,,,
LEPIDOPTERA,Olethreutidae,Crocidosema blackburni,Crocidosema,blackburni,"(Butler, 1881)",end?,long misidentified as C. plebejana,Ka,Oa,Mo,Ln,,Ma,Ha
LEPIDOPTERA,Olethreutidae,Crocidosema leprara,Crocidosema,leprara,"(Walsingham, 1907)",end?,,,Oa,Mo,,,,
LEPIDOPTERA,Olethreutidae,Crocidosema marcidella,Crocidosema,marcidella,"(Walsingham, 1907)",end?,,Ka,Oa,,,,,
LEPIDOPTERA,Olethreutidae,Cryptophlebia illepida,Cryptophlebia,illepida,"(Butler, 1882)",adv,,Ka,Oa,Mo,Ln,,Ma,Ha
LEPIDOPTERA,Olethreutidae,Cryptophlebia ombrodelta,Cryptophlebia,ombrodelta,"(Lower, 1898)",adv,,Ka,Oa,,,,Ma,Ha
LEPIDOPTERA,Olethreutidae,Cydia chlorostola,Cydia,chlorostola,"(Meyrick, 1932)",end,,,Oa,,,,,
LEPIDOPTERA,Olethreutidae,Cydia conspicua,Cydia,conspicua,"(Walsingham, 1907)",end,,,Oa,,,,Ma,
LEPIDOPTERA,Olethreutidae,Cydia crassicomis,Cydia,crassicomis,"(Walsingham, 1907)",end,,,,,,,,Ha
LEPIDOPTERA,Olethreutidae,Cydia falsifalcella,Cydia,falsifalcella,"(Walsingham, 1907)",end,,,,,,,,Ha
LEPIDOPTERA,Olethreutidae,Cydia gypsograpta,Cydia,gypsograpta,"(Meyrick, 1932)",end,,,Oa,,,,,
LEPIDOPTERA,Olethreutidae,Cydia latifemoris,Cydia,latifemoris,"(Walsingham, 1907)",end,,,,,,,Ma,Ha
LEPIDOPTERA,Olethreutidae,Cydia montana,Cydia,montana,"(Walsingham, 1907)",end,,,,,,,,Ha
LEPIDOPTERA,Olethreutidae,Cydia new species 1,Cydia,new species 1,,end,,,,,,,,Ha
LEPIDOPTERA,Olethreutidae,Cydia obliqua,Cydia,obliqua,"(Walsingham, 1907)",end,,,,,,,,Ha
LEPIDOPTERA,Olethreutidae,Cydia parapteryx,Cydia,parapteryx,"(Meyrick, 1932)",end,,,Oa,,,,,
LEPIDOPTERA,Olethreutidae,Cydia plicata,Cydia,plicata,"(Walsingham, 1907)",end,,,,,,,Ma,Ha
LEPIDOPTERA,Olethreutidae,Cydia rufipennis,Cydia,rufipennis,"(Butler, 1881)",end,,Ka,Oa,,,,,
LEPIDOPTERA,Olethreutidae,Cydia storeella,Cydia,storeella,"(Walsingham, 1907)",end,,,,,,,Ma,
LEPIDOPTERA,Olethreutidae,Cydia walsinghamii,Cydia,walsinghamii,"(Butler, 1882)",end,,Ka,Oa,,,,Ma,Ha
LEPIDOPTERA,Papilionidae,Papilio xuthus,Papilio,xuthus,"Linnaeus, 1767",adv,,Ka,Oa,Mo,Ln,,Ma,Ha
LEPIDOPTERA,Pieridae,Pieris rapae,Pieris,rapae,"(Linnaeus, 1758)",adv,,Ka,Oa,Mo,Ln,,Ma,Ha
LEPIDOPTERA,Plutellidae,Plutella capparidis,Plutella,capparidis,"Swezey, 1920",end,,,Oa,,,,,
LEPIDOPTERA,Plutellidae,Plutella xylostella,Plutella,xylostella,"(Linnaeus, 1758)",adv,,,Oa,,,,,
LEPIDOPTERA,Psychidae,Brachycyttarus griseus,Brachycyttarus,griseus,"De Joannis, 1929",adv,,Ka,Oa,,,,,Ha
LEPIDOPTERA,Pterophoridae,Anstenoptilia marmorodactyla,Anstenoptilia,marmorodactyla,"(Dyar, 1903)",adv,,Ka,Oa,Mo,Ln,,Ma,Ha
LEPIDOPTERA,Pterophoridae,Lantanophaga pusillidactylus,Lantanophaga,pusillidactylus,"(Walker, 1864)",pur,,Ka,Oa,Mo,Ln,,Ma,Ha
LEPIDOPTERA,Pterophoridae,Lioptilodes parvus,Lioptilodes,parvus,"(Walsingham, 1880)",adv,,,Oa,,,,,Ha
LEPIDOPTERA,Pterophoridae,Megalorhipida defectalis,Megalorhipida,defectalis,"(Walker, 1864)",adv,,Ka,Oa,Mo,,,Ma,
LEPIDOPTERA,Pterophoridae,Oidaematophorus beneficus,Oidaematophorus,beneficus,"Yano & Heppner, 1983",pur,,,Oa,,,,,Ha
LEPIDOPTERA,Pterophoridae,Oidaematophorus sp.,Oidaematophorus,sp.,,pur,,,Oa,,,,,Ha
LEPIDOPTERA,Pterophoridae,Stenoptilodes littoralis,Stenoptilodes,littoralis,"(Butler, 1882)",adv,,Ka,Oa,Mo,,,,Ha
LEPIDOPTERA,Pterophoridae,Stenoptilodes littoralis rhynchophora,Stenoptilodes,littoralis rhynchophora,"(Meyrick, 1888)",adv,,Ka,Oa,Mo,,,Ma,Ha
LEPIDOPTERA,Pterophoridae,Stenoptilodes taprobanes brachymorpha,Stenoptilodes,taprobanes brachymorpha,"(Meyrick, 1888)",adv,,Ka,Oa,Mo,,,,Ha
LEPIDOPTERA,Pyralidae,Achroia grisella,Achroia,grisella,"(Fabricius, 1793)",adv,,Ka,Oa,,,,,Ha
LEPIDOPTERA,Pyralidae,Assara albicostalis,Assara,albicostalis,"Walker, 1863",adv,,,Oa,,,,,
LEPIDOPTERA,Pyralidae,Cactoblastis cactorum,Cactoblastis,cactorum,"(Berg, 1885)",pur,,Ka,Oa,Mo,Ln,,Ma,Ha
LEPIDOPTERA,Pyralidae,Cadra cautella,Cadra,cautella,"(Walker, 1863)",adv,,,Oa,,,,,
LEPIDOPTERA,Pyralidae,Cadra figulilella,Cadra,figulilella,"(Gregson, 1871)",adv,,,,,,,,
LEPIDOPTERA,Pyralidae,Corcyra cephalonica,Corcyra,cephalonica,"(Stainton, 1866)",adv,,,Oa,,,,,
LEPIDOPTERA,Pyralidae,Cryptoblabes gnidiella,Cryptoblabes,gnidiella,"(Milliere, 1867)",adv,,Ka,Oa,,,,,Ha
LEPIDOPTERA,Pyralidae,Ectomyelois ceratoniae,Ectomyelois,ceratoniae,"(Zeller, 1839)",adv,,Ka,Oa,,,,,
LEPIDOPTERA,Pyralidae,Elasmopalpus lignosellus,Elasmopalpus,lignosellus,"(Zeller, 1848)",adv,,Ka,Oa,,,,Ma,Ha
LEPIDOPTERA,Pyralidae,Ephestiodes gilvescentella,Ephestiodes,gilvescentella,"Ragonot, 1887",adv,,,Oa,Mo,,,Ma,
LEPIDOPTERA,Pyralidae,Galleria mellonella,Galleria,mellonella,"(Linnaeus, 1758)",adv,,,Oa,,,,Ma,
LEPIDOPTERA,Pyralidae,Genophantis iodora,Genophantis,iodora,"Meyrick, 1888",end,,Ka,Oa,Mo,,,,Ha
LEPIDOPTERA,Pyralidae,Genophantis leahi,Genophantis,leahi,"Swezey, 1910",end,,,Oa,Mo,,,Ma,Ha
LEPIDOPTERA,Pyralidae,Homoeosoma albosparsum,Homoeosoma,albosparsum,"(Butler, 1881)",end,,Ka,Oa,,,,Ma,Ha
LEPIDOPTERA,Pyralidae,Hyposopygia mauritialis,Hyposopygia,mauritialis,"(Boisduval, 1833)",adv,,Ka,Oa,,,,,
LEPIDOPTERA,Pyralidae,Melitara prodenialis,Melitara,prodenialis,"Walker, 1863",pur,,,,,,,,Ha
LEPIDOPTERA,Pyralidae,Plodia interpunctella,Plodia,interpunctella,"(Huebner, 1813)",adv,,,Oa,,,,,
LEPIDOPTERA,Pyralidae,Pyralis manihotalis,Pyralis,manihotalis,"Guenee, 1854",adv,,,Oa,,,,,
LEPIDOPTERA,Pyralidae,Rhynchephestia rhabdotis,Rhynchephestia,rhabdotis,"Hampson, 1930",end,,,,,,,Ma,
LEPIDOPTERA,Pyralidae,Unadilla bidensana,Unadilla,bidensana,"(Swezey, 1933)",end,,Ka,,,,,,
LEPIDOPTERA,Pyralidae,Unadilla humeralis,Unadilla,humeralis,"(Butler, 1881)",end,,Ka,Oa,Mo,,,,Ha
LEPIDOPTERA,Scythrididae,Mapsidius auspicata,Mapsidius,auspicata,"Walsingham, 1907",end,,Ka,Oa,,Ln,,,Ha
LEPIDOPTERA,Scythrididae,Mapsidius charpentierii,Mapsidius,charpentierii,"Swezey, 1932",end,,,Oa,,,,,
LEPIDOPTERA,Scythrididae,Mapsidius chenopodii,Mapsidius,chenopodii,"Swezey, 1947",end,,,,,,,,Ha
LEPIDOPTERA,Scythrididae,Mapsidius iridescens,Mapsidius,iridescens,"Walsingham, 1907",end,,Ka,,,,,,
LEPIDOPTERA,Scythrididae,Mapsidius quadridentata,Mapsidius,quadridentata,"Walsingham, 1907",end,,,,,Ln,,Ma,
LEPIDOPTERA,Sesiidae,Pennisetia marginata,Pennisetia,marginata,"(Harris, 1839)",pur,,Ka,Oa,,,,Ma,
LEPIDOPTERA,Sphingidae,Agrius cingulatus,Agrius,cingulatus,"(Fabricius, 1775)",adv,,,Oa,Mo,Ln,,Ma,Ha
LEPIDOPTERA,Sphingidae,Deilephila nerii,Deilephila,nerii,"(Linnaeus, 1758)",adv,,Ka,Oa,Mo,Ln,,Ma,Ha
LEPIDOPTERA,Sphingidae,Hyles calida,Hyles,calida,"(Butler, 1881)",end,,Ka,Oa,Mo,,,Ma,
LEPIDOPTERA,Sphingidae,Hyles calida hawaiiensis,Hyles,calida hawaiiensis,"(Rothschild & Jordan, 1915)",end,,,,,,,,Ha
LEPIDOPTERA,Sphingidae,Hyles lineata,Hyles,lineata,"(Fabricius, 1775)",adv,,,Oa,Mo,Ln,,Ma,Ha
LEPIDOPTERA,Sphingidae,Hyles wilsoni,Hyles,wilsoni,"(Rothschild, 1894)",end,,,,,,,,Ha
LEPIDOPTERA,Sphingidae,Hyles wilsoni perkinsi,Hyles,wilsoni perkinsi,"(Swezey, 1920)",end,,,Oa,Mo,,,,
LEPIDOPTERA,Sphingidae,Macroglossum pyrrhostictum,Macroglossum,pyrrhostictum,"(Butler, 1875)",adv,,Ka,Oa,,,,Ma,Ha
LEPIDOPTERA,Sphingidae,Manduca blackburni,Manduca,blackburni,"(Butler, 1880)",end,,Ka,Oa,Mo,,,Ma,Ha
LEPIDOPTERA,Sphingidae,Psilogramma menephron,Psilogramma,menephron,"(Cramer, 1780)",adv,,Ka,Oa,,,,,
LEPIDOPTERA,Sphingidae,Theretra nessus,Theretra,nessus,"(Drury, 1773)",adv,,Ka,Oa,Mo,Ln,,Ma,Ha
LEPIDOPTERA,Sphingidae,Tinostoma smaragditis,Tinostoma,smaragditis,"(Meyrick, 1899)",end,,Ka,,,,,,
LEPIDOPTERA,Symmocidae,Oecia oecophila,Oecia,oecophila,"(Staudinger, 1876)",adv,,,Oa,,,,,
LEPIDOPTERA,Tineidae,Choropleca advena,Choropleca,advena,"Zimmerman, 1978",adv,,,Oa,,,,,
LEPIDOPTERA,Tineidae,Dryadaula terpsichorella,Dryadaula,terpsichorella,"(Busck, 1910)",adv,,,Oa,Mo,,,,Ha
LEPIDOPTERA,Tineidae,Crypsithyrodes concolorellus,Crypsithyrodes,concolorellus,"(Walker, 1863)",adv,,,Oa,,,,,
LEPIDOPTERA,Tineidae,Decadarchis flavistriata,Decadarchis,flavistriata,"(Walsingham, 1907)",adv,,Ka,Oa,Mo,Ln,,Ma,Ha
LEPIDOPTERA,Tineidae,Decadarchis kerri,Decadarchis,kerri,"(Swezey, 1926)",adv,,,,,,,,
LEPIDOPTERA,Tineidae,Decadarchis minuscula,Decadarchis,minuscula,"(Walsingham, 1897)",adv,,Ka,Oa,Mo,Ln,,Ma,Ha
LEPIDOPTERA,Tineidae,Decadarchis penicillata,Decadarchis,penicillata,"(Swezey, 1909)",adv,,Ka,,,,,,
LEPIDOPTERA,Tineidae,Decadarchis simulans,Decadarchis,simulans,"(Butler, 1882)",adv,,Ka,Oa,,,,,Ha
LEPIDOPTERA,Tineidae,Erechthias zebrina,Erechthias,zebrina,"(Butler, 1881)",adv,,,Oa,,,,,Ha
LEPIDOPTERA,Tineidae,Lindera tessellatella,Lindera,tessellatella,"Blanchard, 1852",adv,,,,,,,Ma,
LEPIDOPTERA,Tineidae,Mecomodica fullawayi,Mecomodica,fullawayi,"(Swezey, 1926)",adv?,,,,,,,,
LEPIDOPTERA,Tineidae,Monopis crocicapitella,Monopis,crocicapitella,"(Clemens, 1860)",adv,,,Oa,Mo,Ln,,,Ha
LEPIDOPTERA,Tineidae,Monopis meliorella,Monopis,meliorella,"(Walker, 1863)",adv,,Ka,Oa,Mo,,,,
LEPIDOPTERA,Tineidae,Monopis monachella,Monopis,monachella,"(Huebner, 1818)",adv,,Ka,Oa,,Ln,,,Ha
LEPIDOPTERA,Tineidae,Nemapogon granellus,Nemapogon,granellus,"(Linnaeus, 1758)",adv,,,,,,,,
LEPIDOPTERA,Tineidae,Niditinea fuscella,Niditinea,fuscella,"(Linnaeus, 1758)",adv,,,,,,,,Ha
LEPIDOPTERA,Tineidae,Oinophila v-flavum,Oinophila,v-flavum,"(Haworth, 1828)",adv,,,,,,,,Ha
LEPIDOPTERA,Tineidae,Opogona aurisquamosa,Opogona,aurisquamosa,"(Butler, 1881)",adv,,Ka,Oa,Mo,Ln,,Ma,Ha
LEPIDOPTERA,Tineidae,Opogona omoscopa,Opogona,omoscopa,"(Meyrick, 1893)",adv,,Ka,Oa,Mo,Ln,,Ma,Ha
LEPIDOPTERA,Tineidae,Opogona purpuriella,Opogona,purpuriella,"Swezey, 1913",adv,,,Oa,Mo,,,,Ha
LEPIDOPTERA,Tineidae,Opogona sacchari,Opogona,sacchari,"(Bojer, 1856)",adv,,,Oa,,,,,Ha
LEPIDOPTERA,Tineidae,Phereoeca allutella,Phereoeca,allutella,"(Rebel, 1892)",adv,,Ka,Oa,,,,Ma,Ha
LEPIDOPTERA,Tineidae,Praeacedes atomosella,Praeacedes,atomosella,"(Walker, 1863)",adv,,Ka,Oa,,,,,Ha
LEPIDOPTERA,Tineidae,Setomorpha rutella,Setomorpha,rutella,"Zeller, 1854",adv,,,Oa,,,,Ma,Ha
LEPIDOPTERA,Tineidae,Tinea pellionella,Tinea,pellionella,"(Linnaeus, 1758)",adv,,,Oa,,,,,
LEPIDOPTERA,Tineidae,Tineola bisselliella,Tineola,bisselliella,"(Hummel, 1823)",adv,,,Oa,,,,,Ha
LEPIDOPTERA,Tineidae,Trichophaga mormopis,Trichophaga,mormopis,"Meyrick, 1935",adv,,,Oa,,,,Ma,
LEPIDOPTERA,Tortricidae,Amorbia emigratella,Amorbia,emigratella,"Busck, 1910",adv,,Ka,Oa,Mo,,,Ma,Ha
LEPIDOPTERA,Tortricidae,Bactra straminea,Bactra,straminea,"(Butler, 1881)",adv,"parasitized by Eriborus sinicus (Swezey, 1948)",Ka,Oa,Mo,Ln,,Ma,Ha
LEPIDOPTERA,Tortricidae,Bactra venosana,Bactra,venosana,"(Zeller, 1847)",pur,,Ka,Oa,Mo,Ln,,Ma,Ha
LEPIDOPTERA,Tortricidae,Bradleyella chlorocalla,Bradleyella,chlorocalla,"(Walsingham, 1907)",end,,,,,,,,Ha
LEPIDOPTERA,Tortricidae,Bradleyella metallurgica,Bradleyella,metallurgica,"(Walsingham, 1907)",end,,,Oa,Mo,Ln,,,
LEPIDOPTERA,Tortricidae,Bradleyella phyllanthana,Bradleyella,phyllanthana,"(Swezey, 1940)",end,,,Oa,,,,,
LEPIDOPTERA,Tortricidae,Bradleyella semicinereana,Bradleyella,semicinereana,"(Swezey, 1913)",end,,,,,,,,Ha
LEPIDOPTERA,Tortricidae,Bradleyella thoracina,Bradleyella,thoracina,"(Walsingham, 1907)",end,,Ka,Oa,,,,,
LEPIDOPTERA,Tortricidae,Croesia zimmermani,Croesia,zimmermani,"Clarke, 1978",pur,,Ka,,,,,Ma,Ha
LEPIDOPTERA,Tortricidae,Eccoptocera foetorivorans,Eccoptocera,foetorivorans,"(Butler, 1881)",end,,,Oa,,,,,
LEPIDOPTERA,Tortricidae,Eccoptocera new species 1,Eccoptocera,new species 1,,end,,Ka,,,,,,
LEPIDOPTERA,Tortricidae,Eccoptocera new species 2,Eccoptocera,new species 2,,end,,,Oa,,,,,
LEPIDOPTERA,Tortricidae,Eccoptocera new species 3,Eccoptocera,new species 3,,end,,,Oa,,,,,
LEPIDOPTERA,Tortricidae,Eccoptocera new species 4,Eccoptocera,new species 4,,end,,,,,,,Ma,
LEPIDOPTERA,Tortricidae,Eccoptocera new species 5,Eccoptocera,new species 5,,end,,,,,,,Ma,
LEPIDOPTERA,Tortricidae,Eccoptocera new species 6,Eccoptocera,new species 6,,end,,,,,,,,Ha
LEPIDOPTERA,Tortricidae,Eccoptocera new species 7,Eccoptocera,new species 7,,end,,,,,,,,Ha
LEPIDOPTERA,Tortricidae,Eccoptocera new species 8,Eccoptocera,new species 8,,end,,,,,,,,Ha
LEPIDOPTERA,Tortricidae,Eccoptocera new species 9,Eccoptocera,new species 9,,end,,Ka,,,,,,
LEPIDOPTERA,Tortricidae,Eccoptocera osteomelesana,Eccoptocera,osteomelesana,"(Swezey, 1946)",end,,,Oa,,,,,
LEPIDOPTERA,Tortricidae,Epinotia lantana,Epinotia,lantana,"(Busck, 1910)",pur,,Ka,Oa,Mo,,,Ma,Ha
LEPIDOPTERA,Tortricidae,Epiphyas postvittana,Epiphyas,postvittana,"(Walker, 1863)",adv,,Ka,Oa,Mo,,,Ma,Ha
LEPIDOPTERA,Tortricidae,Episimus utilis,Episimus,utilis,"Zimmerman, 1978",pur,,Ka,Oa,Mo,,,Ma,Ha
LEPIDOPTERA,Tortricidae,Lorita scarificata,Lorita,scarificata,"(Meyrick, 1917)",adv,,Ka,Oa,,,,,
LEPIDOPTERA,Tortricidae,Macraesthetica rubiginis,Macraesthetica,rubiginis,"(Walsingham, 1907)",end?,,,Oa,,,,,
LEPIDOPTERA,Tortricidae,Mantua fulvosericea,Mantua,fulvosericea,"(Walsingham, 1907)",end,,Ka,Oa,Mo,Ln,,,
LEPIDOPTERA,Tortricidae,Panaphelix asteliana,Panaphelix,asteliana,"Swezey, 1932",end,,,Oa,,,,,
