Order,Family,Genus and species,Genus,Species,Author,Status ,notes,Kauai,Oahu,Molokai,Lanai,Kahoolawe,Maui,HawaiiIsland
LEPIDOPTERA,Tortricidae,Panaphelix marmorata,Panaphelix,marmorata,"Walsingham, 1907",end,,,,,,,Ma,Ha
LEPIDOPTERA,Tortricidae,Panaphelix n. sp.,Panaphelix,n. sp.,,end,"flightless female, feeds on Astelia",Ka,,,,,,
LEPIDOPTERA,Tortricidae,Paraphasis perkinsi,Paraphasis,perkinsi,"Walsingham, 1907",end,,Ka,,,,,,
LEPIDOPTERA,Tortricidae,Pararrhaptica capucina,Pararrhaptica,capucina,"(Walsingham, 1907)",end,,,Oa,Mo,,,,Ha
LEPIDOPTERA,Tortricidae,Pararrhaptica chlorippa,Pararrhaptica,chlorippa,"(Meyrick, 1928)",end,,Ka,Oa,,,,,
LEPIDOPTERA,Tortricidae,Pararrhaptica dermatopa,Pararrhaptica,dermatopa,"(Meyrick, 1928)",end,,Ka,Oa,,,,,
LEPIDOPTERA,Tortricidae,Pararrhaptica falerniana,Pararrhaptica,falerniana,"(Walsingham, 1907)",end,,,,Mo,,,,
LEPIDOPTERA,Tortricidae,Pararrhaptica fuscocinerea,Pararrhaptica,fuscocinerea,"(Swezey, 1913)",end,,,,,,,,Ha
LEPIDOPTERA,Tortricidae,Pararrhaptica fuscoviridis,Pararrhaptica,fuscoviridis,"(Walsingham, 1907)",end,,,,,Ln,,,
LEPIDOPTERA,Tortricidae,Pararrhaptica leopardella,Pararrhaptica,leopardella,"(Walsingham, 1907)",end,,Ka,,Mo,,,,
LEPIDOPTERA,Tortricidae,Pararrhaptica leucostichas,Pararrhaptica,leucostichas,"(Meyrick, 1932)",end,,,Oa,,,,,
LEPIDOPTERA,Tortricidae,Pararrhaptica lichenoides,Pararrhaptica,lichenoides,"(Walsingham, 1907)",end,,,,,,,,Ha
LEPIDOPTERA,Tortricidae,Pararrhaptica longiplicata,Pararrhaptica,longiplicata,"(Walsingham, 1907)",end,,Ka,Oa,,Ln,,Ma,Ha
LEPIDOPTERA,Tortricidae,Pararrhaptica lysimachiae,Pararrhaptica,lysimachiae,"(Swezey, 1933)",end,,Ka,,,,,,
LEPIDOPTERA,Tortricidae,Pararrhaptica lysimachiana,Pararrhaptica,lysimachiana,"(Swezey, 1946)",end,,,Oa,,,,,
LEPIDOPTERA,Tortricidae,Pararrhaptica notocosma,Pararrhaptica,notocosma,"(Meyrick, 1928)",end,,,Oa,,,,,
LEPIDOPTERA,Tortricidae,Pararrhaptica perkinsana,Pararrhaptica,perkinsana,"Walsingham, 1907",end,,,,Mo,,,Ma,
LEPIDOPTERA,Tortricidae,Pararrhaptica punctiferana,Pararrhaptica,punctiferana,"(Walsingham, 1907)",end,Hawaii records may be a new species,,,,,,Ma,Ha
LEPIDOPTERA,Tortricidae,Pararrhaptica pycnomias,Pararrhaptica,pycnomias,"(Meyrick, 1928)",end,,,Oa,,,,,
LEPIDOPTERA,Tortricidae,Pararrhaptica sublichenoides,Pararrhaptica,sublichenoides,"(Swezey, 1913)",end,,,,,,,,Ha
LEPIDOPTERA,Tortricidae,Pararrhaptica subsenescens,Pararrhaptica,subsenescens,"(Walsingham, 1907)",end,,,,Mo,,,,Ha
LEPIDOPTERA,Tortricidae,Pararrhaptica trochilidana,Pararrhaptica,trochilidana,"(Walsingham, 1907)",end,,,,Mo,,,,
LEPIDOPTERA,Tortricidae,Platynota stultana,Platynota,stultana,"Walsingham, 1884",adv,,,Oa,,,,,
LEPIDOPTERA,Tortricidae,Spheterista argentinotata,Spheterista,argentinotata,"(Walsingham, 1907)",end,,,,,,,,Ha
LEPIDOPTERA,Tortricidae,Spheterista cassia,Spheterista,cassia,"(Swezey, 1912)",end,,,Oa,,,,,
LEPIDOPTERA,Tortricidae,Spheterista flavocincta,Spheterista,flavocincta,"(Walsingham, 1907)",end,,Ka,Oa,,,,,Ha
LEPIDOPTERA,Tortricidae,Spheterista flavopicta,Spheterista,flavopicta,"(Walsingham, 1907)",end,,Ka,,,,,,
LEPIDOPTERA,Tortricidae,Spheterista fulva,Spheterista,fulva,"(Walsingham, 1907)",end,,Ka,,,,,,
LEPIDOPTERA,Tortricidae,Spheterista glaucoviridana,Spheterista,glaucoviridana,"(Walsingham, 1907)",end,,Ka,,,,,,
LEPIDOPTERA,Tortricidae,Spheterista infaustana,Spheterista,infaustana,"(Walsingham, 1907)",end,,Ka,Oa,Mo,,,Ma,Ha
LEPIDOPTERA,Tortricidae,Spheterista ochreocuprea,Spheterista,ochreocuprea,"(Walsingham, 1907)",end,,Ka,,,,,,
LEPIDOPTERA,Tortricidae,Spheterista oheoheana,Spheterista,oheoheana,"(Swezey, 1933)",end,,Ka,,,,,,
LEPIDOPTERA,Tortricidae,Spheterista pemitida,Spheterista,pemitida,"(Walsingham, 1907)",end,,,,,,,,Ha
LEPIDOPTERA,Tortricidae,Spheterista pleonectes,Spheterista,pleonectes,"(Walsingham, 1907)",end,,Ka,Oa,,,,,Ha
LEPIDOPTERA,Tortricidae,Spheterista pterotropiana,Spheterista,pterotropiana,"(Swezey, 1933)",end,,Ka,,,,,,
LEPIDOPTERA,Tortricidae,Spheterista reynoldsiana,Spheterista,reynoldsiana,"(Swezey, 1920)",end,,,Oa,,,,,
LEPIDOPTERA,Tortricidae,Spheterista tetraplasandra,Spheterista,tetraplasandra,"(Swezey, 1920)",end,,,Oa,,,,,
LEPIDOPTERA,Tortricidae,Spheterista urerana,Spheterista,urerana,"(Swezey, 1915)",end,,,Oa,,,,,
LEPIDOPTERA,Tortricidae,Spheterista variabilis,Spheterista,variabilis,"(Walsingham, 1907)",end,,,,Mo,,,Ma,
LEPIDOPTERA,Tortricidae,Spheterista xanthogona,Spheterista,xanthogona,"(Walsingham, 1907)",end,,,,,,,,Ha
LEPIDOPTERA,Tortricidae,Spheterista cf. flavopicta,Spheterista,cf. flavopicta,,end,leaf-tier of Santalum haleakalae,,,,,,Ma,
LEPIDOPTERA,Tortricidae,Spheterista n. sp.,Spheterista,n. sp.,,end,gall-former in petioles of Tetraplasandra meiandra,,,,,,Ma,
LEPIDOPTERA,Tortricidae,Strepsicrates smithiana,Strepsicrates,smithiana,"Walsingham, 1891",pur,,,Oa,,,,,Ha
LEPIDOPTERA,Yponomeutidae,Prays fulvocanella,Prays,fulvocanella,"Walsingham, 1907",end,"Molokai specimens separated as P. n. sp. 3 in Insects of Hawaii, Hawaii specimens as P. n. sp. 6",Ka,,,,,,
LEPIDOPTERA,Yponomeutidae,Prays new species 1,Prays,new species 1,,end,confused with P. fulvocanella in Fauna Hawaiiensis,Ka,,,,,,
LEPIDOPTERA,Yponomeutidae,Prays new species 2,Prays,new species 2,,end,confused with P. fulvocanella in Fauna Hawaiiensis,,Oa,,,,,
LEPIDOPTERA,Yponomeutidae,Prays new species 3,Prays,new species 3,,end,confused with P. fulvocanella in Fauna Hawaiiensis,,,Mo,,,,
LEPIDOPTERA,Yponomeutidae,Prays new species 4,Prays,new species 4,"(Zimmerman, 1978]",end,confused with P. fulvocanella in Fauna Hawaiiensis,,,,,,Ma,
LEPIDOPTERA,Yponomeutidae,Prays new species 5,Prays,new species 5,,end,confused with P. fulvocanella in Fauna Hawaiiensis,,,,Ln,,,
LEPIDOPTERA,Yponomeutidae,Prays new species 6,Prays,new species 6,,end,confused with P. fulvocanella in Fauna Hawaiiensis,,,,,,,Ha
MALLOPHAGA,Boopidae,Heterodoxus longitarsus,Heterodoxus,longitarsus,"(Piaget, 1880)",adv,,,Oa,,,,,
MALLOPHAGA,Boopidae,Heterodoxus spiniger,Heterodoxus,spiniger,"(Enderlein, 1909)",adv,,,Oa,,,,,
MALLOPHAGA,Gyropidae,Gliricola porcelli,Gliricola,porcelli,"(Schrank, 1781)",adv,,,,,,,,
MALLOPHAGA,Gyropidae,Gyropus ovalis,Gyropus,ovalis,"Burmeister, 1838",adv,,,Oa,,,,,
MALLOPHAGA,Menoponidae,Actomithophilus bicolor,Actomithophilus,bicolor,"(Piaget, 1880)",ind,,,,,,,,
MALLOPHAGA,Menoponidae,Actomithophilus ceruleus,Actomithophilus,ceruleus,"(Timmermann, 1954)",ind,,,,,,,,
MALLOPHAGA,Menoponidae,Actomithophilus incisus,Actomithophilus,incisus,"(Piaget, 1880)",adv,,,,,,,Ma,
MALLOPHAGA,Menoponidae,Actomithophilus kilauensis,Actomithophilus,kilauensis,"(Kellogg & Chapman, 1902)",ind,,,,,,,,Ha
MALLOPHAGA,Menoponidae,Actomithophilus umbrinus,Actomithophilus,umbrinus,"(Burmeister, 1838)",ind,,,,,,,,
MALLOPHAGA,Menoponidae,Amyrsidea fulvomaculata,Amyrsidea,fulvomaculata,"(Denny, 1842)",adv,,,,,,,,
MALLOPHAGA,Menoponidae,Amyrsidea phaeostoma,Amyrsidea,phaeostoma,"(Nitzsch, 1866)",adv,,,Oa,,,,,
MALLOPHAGA,Menoponidae,Amyrsidea subaequale,Amyrsidea,subaequale,"(Piaget, 1880)",adv?,,,,,,,,Ha
MALLOPHAGA,Menoponidae,Ancistrona vagelli,Ancistrona,vagelli,"(Fabricius, 1787)",ind,,,,,,,,
MALLOPHAGA,Menoponidae,Austromenopon atrofulvum,Austromenopon,atrofulvum,"(Piaget, 1880)",ind,,,,,,,,
MALLOPHAGA,Menoponidae,Austromenopon becki,Austromenopon,becki,"(Kellogg, 1906)",ind,,,,,,,,
MALLOPHAGA,Menoponidae,Austromenopon paululum,Austromenopon,paululum,"(Kellogg & Chapman, 1899)",ind?,,,Oa,,,,,
MALLOPHAGA,Menoponidae,Austromenopon pinguis,Austromenopon,pinguis,"(Kellogg, 1896)",ind,,,,,,,,
MALLOPHAGA,Menoponidae,Austromenopon transversum,Austromenopon,transversum,"(Denny, 1842)",adv,,,,,,,,
MALLOPHAGA,Menoponidae,Colpocephalum angulaticeps,Colpocephalum,angulaticeps,"Piaget, 1880",ind,,,,,,,,
MALLOPHAGA,Menoponidae,Colpocephalum brachysomum,Colpocephalum,brachysomum,"Kellogg & Chapman, 1902",ind,,,,,,,Ma,
MALLOPHAGA,Menoponidae,Colpocephalum turbinatum,Colpocephalum,turbinatum,"Denny, 1842",adv,,,Oa,,,,,
MALLOPHAGA,Menoponidae,Kurodaia flammei,Kurodaia,flammei,"Price & Beer, 1963",adv,,Ka,,,,,,
MALLOPHAGA,Menoponidae,Longimenopon puffinus,Longimenopon,puffinus,"Thompson, 1948",ind,,,,,,,,
MALLOPHAGA,Menoponidae,Machaerilaemus hawaiiensis,Machaerilaemus,hawaiiensis,"(Kellogg & Chapman, 1902)",end,,,,,,,Ma,
MALLOPHAGA,Menoponidae,Menacanthus hilensis,Menacanthus,hilensis,"(Kellogg & Chapman, 1902)",end,,,,,,,,Ha
MALLOPHAGA,Menoponidae,Menacanthus spinosus,Menacanthus,spinosus,"(Piaget, 1880)",adv,,,Oa,,,,,
MALLOPHAGA,Menoponidae,Menacanthus stramineus,Menacanthus,stramineus,"(Nitzsch, 1818)",adv,,,Oa,Mo,,,,Ha
MALLOPHAGA,Menoponidae,Menopon gallinae,Menopon,gallinae,"(Linnaeus, 1758)",adv,,Ka,Oa,,,,,
MALLOPHAGA,Menoponidae,Myrsidea conspicua,Myrsidea,conspicua,"(Kellogg & Chapman, 1902)",adv,,,,,,,Ma,
MALLOPHAGA,Menoponidae,Myrsidea cyrtostigma,Myrsidea,cyrtostigma,"(Kellogg & Chapman, 1902)",end,,,,,,,Ma,Ha
MALLOPHAGA,Menoponidae,Myrsidea incerta,Myrsidea,incerta,"(Kellogg, 1896)",adv?,,,Oa,,,,,
MALLOPHAGA,Menoponidae,Myrsidea invadens,Myrsidea,invadens,"(Kellogg & Chapman, 1902)",adv,,,Oa,Mo,,,Ma,
MALLOPHAGA,Menoponidae,Trinoton querquedulae,Trinoton,querquedulae,"(Linnaeus, 1758)",adv,,Ka,,,,,,
MALLOPHAGA,Philopteridae,Anaticola ansens,Anaticola,ansens,"(Linnaeus, 1758)",ind,,,,,,,,
MALLOPHAGA,Philopteridae,Anaticola crassicomis,Anaticola,crassicomis,"(Scopoli, 1763)",adv,,,,,,,,
MALLOPHAGA,Philopteridae,Anatoecus sp.,Anatoecus,sp.,,ind,,,,,,,,
MALLOPHAGA,Philopteridae,Brueelia diaprepes,Brueelia,diaprepes,"(Kellogg & Chapman, 1902)",end?,,,,,,,,Ha
MALLOPHAGA,Philopteridae,Brueelia stenozona,Brueelia,stenozona,"(Kellogg & Chapman, 1902)",adv,,,,,,,,Ha
MALLOPHAGA,Philopteridae,Brueelia vulgata,Brueelia,vulgata,"(Kellogg, 1896)",adv,,,Oa,,,,,
MALLOPHAGA,Philopteridae,Campanulotes bidentatus compar,Campanulotes,bidentatus compar,"(Burmeister, 1838)",adv,,,,,,,,
MALLOPHAGA,Philopteridae,Carduiceps zonarius,Carduiceps,zonarius,"(Nitzsch, 1866)",ind,,,,,,,,
MALLOPHAGA,Philopteridae,Chelopistes meleagridis,Chelopistes,meleagridis,"(Linnaeus, 1758)",adv,,,Oa,Mo,,,,Ha
MALLOPHAGA,Philopteridae,Colinicola docophoroides,Colinicola,docophoroides,"(Piaget, 1880)",adv,,,,,,,Ma,
MALLOPHAGA,Philopteridae,Coloceras chinense,Coloceras,chinense,"(Kellogg & Chapman, 1902)",adv,,Ka,,,,,Ma,Ha
MALLOPHAGA,Philopteridae,Coloceras lativentre,Coloceras,lativentre,"(Uchida, 1916)",adv,,,Oa,,,,,
MALLOPHAGA,Philopteridae,Columbicola columbae,Columbicola,columbae,"(Linnaeus, 1758)",adv,,Ka,Oa,,,,Ma,Ha
MALLOPHAGA,Philopteridae,Cuclotogaster heterographus,Cuclotogaster,heterographus,"(Nitzsch, 1866)",adv,,,Oa,,,,,
MALLOPHAGA,Philopteridae,Docophoroides ferrisi,Docophoroides,ferrisi,"Harrison, 1937",ind,,,,,,,,
MALLOPHAGA,Philopteridae,Docophoroides niethammeri,Docophoroides,niethammeri,"Timmermann, 1969",ind,,,,,,,,
MALLOPHAGA,Philopteridae,Goniocotes abdominalis,Goniocotes,abdominalis,"Piaget, 1880",adv?,,,Oa,,,,,
MALLOPHAGA,Philopteridae,Goniocotes astrocephalus,Goniocotes,astrocephalus,"Burmeister, 1838",adv?,,,,,,,,
MALLOPHAGA,Philopteridae,Goniocotes gallinae,Goniocotes,gallinae,"(DeGeer, 1778)",adv,,,Oa,,,,,Ha
MALLOPHAGA,Philopteridae,Goniodes dissimilis,Goniodes,dissimilis,"Denny, 1842",adv,,,Oa,,,,,
MALLOPHAGA,Philopteridae,Goniodes gigas,Goniodes,gigas,"(Taschenberg, 1879)",adv,,Ka,Oa,,,,,
MALLOPHAGA,Philopteridae,Goniodes mammillatus,Goniodes,mammillatus,"Rudow, 1870",adv,,,,,,,,Ha
MALLOPHAGA,Philopteridae,Halipeurus leucophryna,Halipeurus,leucophryna,"Timmermann, 1960",ind,,,,,,,,
MALLOPHAGA,Philopteridae,Halipeurus mirabilis,Halipeurus,mirabilis,"Thompson, 1940",ind,,,,,,,,
MALLOPHAGA,Philopteridae,Halipeurus spadix,Halipeurus,spadix,"Timmermann, 1961",ind,,,,,,,,
MALLOPHAGA,Philopteridae,Halipeurus theresae,Halipeurus,theresae,"Timmermann, 1969",ind,,,,,,,,
MALLOPHAGA,Philopteridae,Harrisoniella copei,Harrisoniella,copei,"Timmermann, 1969",ind,,,Oa,,,,,
MALLOPHAGA,Philopteridae,Harrisoniella densa,Harrisoniella,densa,"(Kellogg, 1896)",ind,,,Oa,,,,,
MALLOPHAGA,Philopteridae,Lagopoecus colchicus,Lagopoecus,colchicus,"Emerson, 1949",adv,,,,,,,,Ha
MALLOPHAGA,Philopteridae,Lipeurus caponis,Lipeurus,caponis,"(Linnaeus, 1758)",adv,,Ka,Oa,,,,,Ha
MALLOPHAGA,Philopteridae,Lipeurus maculosus,Lipeurus,maculosus,"Clay, 1938",adv,,,,,,,,
MALLOPHAGA,Philopteridae,Lunaceps hopkinsi,Lunaceps,hopkinsi,"Timmermann, 1954",ind,,,,,,,,
MALLOPHAGA,Philopteridae,Naubates harrisoni,Naubates,harrisoni,"Bedford, 1930",ind,,,,,,,,
MALLOPHAGA,Philopteridae,Oxylipeurus polytrapezius,Oxylipeurus,polytrapezius,"(Burmeister, 1838)",adv,,,Oa,,,,,
MALLOPHAGA,Philopteridae,Paraclisis confidens,Paraclisis,confidens,"(Kellogg, 1899)",ind,,,,,,,,
MALLOPHAGA,Philopteridae,Paraclisis giganticola,Paraclisis,giganticola,"(Kellogg, 1896)",ind,,,,,,,,
MALLOPHAGA,Philopteridae,Pectinopygus annulatus,Pectinopygus,annulatus,"(Piaget, 1880)",ind,,,,,,,,
MALLOPHAGA,Philopteridae,Pectinopygus gracilicomis,Pectinopygus,gracilicomis,"(Piaget, 1880)",ind,,,,,,,,
MALLOPHAGA,Philopteridae,Pectinopygus sulae,Pectinopygus,sulae,"(Rudow, 1869)",ind,,,,,,,,
MALLOPHAGA,Philopteridae,Perineus concinnus,Perineus,concinnus,"(Kellogg & Chapman, 1899)",ind,,,,,,,,
MALLOPHAGA,Philopteridae,Perineus tenuipenalis,Perineus,tenuipenalis,"Keler, 1958",ind,,,,,,,,
MALLOPHAGA,Philopteridae,Philopterus macgregori,Philopterus,macgregori,"(Kellogg & Chapman, 1902)",end?,,,,,,,Ma,
MALLOPHAGA,Philopteridae,Philopterus picae,Philopterus,picae,"(Denny, 1842)",adv,,,,,,,Ma,Ha
MALLOPHAGA,Philopteridae,Quadraceps birostris,Quadraceps,birostris,"(Giebel, 1874)",ind,,,Oa,,,,,
MALLOPHAGA,Philopteridae,Quadraceps charadrii orarius,Quadraceps,charadrii orarius,"(Kellogg, 1896)",ind,,,,,,,Ma,
MALLOPHAGA,Philopteridae,Quadraceps connexus,Quadraceps,connexus,"(Kellogg & Mann, 1912)",ind,,,,,,,,
MALLOPHAGA,Philopteridae,Quadraceps hopkinsi,Quadraceps,hopkinsi,"Timmermann, 1952",ind,,,,,,,,
MALLOPHAGA,Philopteridae,Quadraceps obscurus,Quadraceps,obscurus,"(Burmeister, 1838)",ind,,,,,,,,
MALLOPHAGA,Philopteridae,Quadraceps ornatus striolatus,Quadraceps,ornatus striolatus,"(Nitzsch, 1866)",ind,,,,,,,,
MALLOPHAGA,Philopteridae,Quadraceps separatus,Quadraceps,separatus,"(Kellogg & Kuwana, 1902)",ind,,,,,,,Ma,
MALLOPHAGA,Philopteridae,Rallicola advenus,Rallicola,advenus,"(Kellogg, 1896)",ind,,,,,,,Ma,Ha
MALLOPHAGA,Philopteridae,Rallicola minhaensis,Rallicola,minhaensis,"(Kellogg & Chapman, 1902)",adv,,,,,,,Ma,
MALLOPHAGA,Philopteridae,Saemundssonia albemarlensis,Saemundssonia,albemarlensis,"(Kellogg & Kuwana, 1902)",ind,,,,,,,,
MALLOPHAGA,Philopteridae,Saemundssonia conica,Saemundssonia,conica,"(Denny, 1842)",ind,,,,,,,Ma,Ha
MALLOPHAGA,Philopteridae,Saemundssonia hexagona,Saemundssonia,hexagona,"(Giebel, 1874)",ind,,,,,,,,
MALLOPHAGA,Philopteridae,Saemundssonia lari,Saemundssonia,lari,"(O, Fabricius, 1780)",ind,,,,,,,,
MALLOPHAGA,Philopteridae,Saemundssonia lari gonothorax,Saemundssonia,lari gonothorax,"(Giebel, 1874)",ind,,,,,,,,
MALLOPHAGA,Philopteridae,Saemundssonia petersi,Saemundssonia,petersi,"Ward, 1955",ind,,,Oa,,,,,
MALLOPHAGA,Philopteridae,Saemundssonia remota,Saemundssonia,remota,"Timmermann, 1951",ind,,,,,,,,
MALLOPHAGA,Philopteridae,Saemundssonia scolopacisphaeopodis,Saemundssonia,scolopacisphaeopodis,"(Schrank, 1803)",ind,,,,,,,,
MALLOPHAGA,Philopteridae,Saemundssonia snyderi,Saemundssonia,snyderi,"(Kellogg & Paine, 1910)",ind,,,,,,,,
MALLOPHAGA,Philopteridae,Trabeculus hexakon,Trabeculus,hexakon,"(Waterston, 1914)",ind,,,Oa,,,,,
MALLOPHAGA,Philopteridae,Trabeculus mirabilis,Trabeculus,mirabilis,"(Kellogg, 1896)",ind,,,,,,,,
MALLOPHAGA,Trichodectidae,Bovicola bovis,Bovicola,bovis,"(Linnaeus, 1758)",adv,,,,Mo,,,,
MALLOPHAGA,Trichodectidae,Bovicola caprae,Bovicola,caprae,"(Gurlt, 1842)",adv,,,Oa,,,,,
MALLOPHAGA,Trichodectidae,Bovicola equi,Bovicola,equi,"(Denny, 1842)",adv,,,Oa,,,,,
MALLOPHAGA,Trichodectidae,Felicola subrostrata,Felicola,subrostrata,"(Nitzsch, 1818)",adv,,,Oa,,,,,
MALLOPHAGA,Trichodectidae,Trichodectes canis,Trichodectes,canis,"(DeGeer, 1778)",adv,,,Oa,,,,,
MANTODEA,Mantidae,Brunneria borealis,Brunneria,borealis,"Scudder, 1896",adv,,,Oa,,,,,
MANTODEA,Mantidae,Hierodula patellifera,Hierodula,patellifera,"(Serville, 1839)",adv,,Ka,Oa,,,,Ma,
MANTODEA,Mantidae,Orthodera burmeisteri,Orthodera,burmeisteri,"Wood-Mason, 1889",adv,,,Oa,,,,,
MANTODEA,Mantidae,Orthodera ministralis,Orthodera,ministralis,"(Fabricius, 1775)",adv,,Ka,,,,,,
MANTODEA,Mantidae,Tenodera angustipennis,Tenodera,angustipennis,"Saussure, 1869",adv,,Ka,Oa,Mo,Ln,,Ma,Ha
MANTODEA,Mantidae,Tenodera australasiae,Tenodera,australasiae,"(Leach, 1814)",adv,,,Oa,Mo,,,Ma,
NEUROPTERA,Chrysopidae,Anomalochrysa angulicosta,Anomalochrysa,angulicosta,"Perkins, 1899",end,,,,Mo,,,,
NEUROPTERA,Chrysopidae,Anomalochrysa cognata,Anomalochrysa,cognata,"Perkins, 1899",end,,,,,,,,
NEUROPTERA,Chrysopidae,Anomalochrysa debilis,Anomalochrysa,debilis,"Perkins, 1899",end,,Ka,Oa,Mo,Ln,,Ma,Ha
NEUROPTERA,Chrysopidae,Anomalochrysa frater,Anomalochrysa,frater,"Perkins, 1899",end,,,,,,,,Ha
NEUROPTERA,Chrysopidae,Anomalochrysa fulvescens,Anomalochrysa,fulvescens,"Perkins, 1899",end,,,,,,,Ma,
NEUROPTERA,Chrysopidae,Anomalochrysa fulvescens rhododora,Anomalochrysa,fulvescens rhododora,"Perkins, 1899",end,,,,,,,,Ha
NEUROPTERA,Chrysopidae,Anomalochrysa haematura,Anomalochrysa,haematura,"Perkins, 1899",end,,,Oa,,,,,
NEUROPTERA,Chrysopidae,Anomalochrysa hepatica,Anomalochrysa,hepatica,"McLachlan, 1883",end,,,Oa,Mo,,,Ma,Ha
NEUROPTERA,Chrysopidae,Anomalochrysa longipennis,Anomalochrysa,longipennis,"Perkins, 1899",end,,,,,,,,Ha
NEUROPTERA,Chrysopidae,Anomalochrysa maclachlani,Anomalochrysa,maclachlani,"Blackburn, 1884",end,,Ka,Oa,Mo,,,Ma,Ha
NEUROPTERA,Chrysopidae,Anomalochrysa maclachlani simillima,Anomalochrysa,maclachlani simillima,"Perkins, 1899",end,,Ka,,,,,,
NEUROPTERA,Chrysopidae,Anomalochrysa molokaiensis,Anomalochrysa,molokaiensis,"Perkins, 1899",end,,,,Mo,,,,
NEUROPTERA,Chrysopidae,Anomalochrysa montana,Anomalochrysa,montana,"Blackburn, 1884",end,,,,,,,,Ha
NEUROPTERA,Chrysopidae,Anomalochrysa ornatipennis,Anomalochrysa,ornatipennis,"Blackburn, 1884",end,,,,,,,,Ha
NEUROPTERA,Chrysopidae,Anomalochrysa peles,Anomalochrysa,peles,"Perkins, 1899",end,,,,,,,,Ha
NEUROPTERA,Chrysopidae,Anomalochrysa princeps,Anomalochrysa,princeps,"Perkins, 1899",end,,,,,,,,Ha
NEUROPTERA,Chrysopidae,Anomalochrysa raphidioides,Anomalochrysa,raphidioides,"Perkins, 1899",end,,,,,,,,Ha
NEUROPTERA,Chrysopidae,Anomalochrysa raphidioides reticulata,Anomalochrysa,raphidioides reticulata,"Perkins, 1899",end,,,,,,,,Ha
NEUROPTERA,Chrysopidae,Anomalochrysa rufescens,Anomalochrysa,rufescens,"McLachlan, 1883",end,,Ka,Oa,,,,,Ha
NEUROPTERA,Chrysopidae,Anomalochrysa soror,Anomalochrysa,soror,"Perkins, 1899",end,,,,,,,Ma,
NEUROPTERA,Chrysopidae,Anomalochrysa sylvicola,Anomalochrysa,sylvicola,"Perkins, 1899",end,,Ka,Oa,,,,,
NEUROPTERA,Chrysopidae,Anomalochrysa viridis,Anomalochrysa,viridis,"Perkins, 1899",end,,Ka,,,,,,
NEUROPTERA,Chrysopidae,Chrysoperla comanche,Chrysoperla,comanche,"(Banks, 1938)",adv,,Ka,Oa,Mo,Ln,,Ma,Ha
NEUROPTERA,Chrysopidae,Mallada basalis,Mallada,basalis,"(Walker, 1852)",adv,,Ka,Oa,Mo,Ln,,Ma,Ha
NEUROPTERA,Coniopterygidae,Coniocompsa zimmermani,Coniocompsa,zimmermani,"Kimmins, 1953",adv,,,Oa,,,,Ma,Ha
NEUROPTERA,Coniopterygidae,Coniopteryx pembertoni,Coniopteryx,pembertoni,"Kimmins, 1953",end?,,,Oa,,,,,
NEUROPTERA,Hemerobiidae,Hemerobius pacificus,Hemerobius,pacificus,"Banks, 1897",adv,,,,,,,Ma,Ha
NEUROPTERA,Hemerobiidae,Micromus angularis,Micromus,angularis,"(Perkins, 1910)",end,,,Oa,Mo,Ln,,,
NEUROPTERA,Hemerobiidae,Micromus angustipennis,Micromus,angustipennis,"(Perkins, 1899)",end,,Ka,,,,,,
NEUROPTERA,Hemerobiidae,Micromus bellulus,Micromus,bellulus,"(Perkins, 1899)",end,,,Oa,Mo,,,Ma,
NEUROPTERA,Hemerobiidae,Micromus bellulus infumatus,Micromus,bellulus infumatus,"(Perkins, 1899)",end,,,,,,,Ma,
NEUROPTERA,Hemerobiidae,Micromus brunnescens,Micromus,brunnescens,"(Perkins, 1899)",end,,,,Mo,Ln,,Ma,Ha
NEUROPTERA,Hemerobiidae,Micromus cookeorum,Micromus,cookeorum,"(Zimmerman, 1946)",end,,,,,,,Ma,
NEUROPTERA,Hemerobiidae,Micromus distinctus,Micromus,distinctus,"(Perkins, 1899)",end,,,,Mo,,,,
NEUROPTERA,Hemerobiidae,Micromus drepanoides,Micromus,drepanoides,"(Perkins, 1899)",end,,Ka,,,,,,
NEUROPTERA,Hemerobiidae,Micromus falcatus,Micromus,falcatus,"(Zimmerman, 1957)",end,,,Oa,,,,,
NEUROPTERA,Hemerobiidae,Micromus forcipatus,Micromus,forcipatus,"(Perkins, 1899)",end,,Ka,Oa,,,,,
NEUROPTERA,Hemerobiidae,Micromus fulvescens,Micromus,fulvescens,"(Perkins, 1899)",end,,,Oa,,,,,
NEUROPTERA,Hemerobiidae,Micromus haleakalae,Micromus,haleakalae,"(Perkins, 1899)",end,,,,,,,Ma,
NEUROPTERA,Hemerobiidae,Micromus latipennis,Micromus,latipennis,"(Perkins, 1899)",end,,,,,,,,Ha
NEUROPTERA,Hemerobiidae,Micromus lobipennis,Micromus,lobipennis,"(Perkins, 1899)",end,,,,,,,Ma,
NEUROPTERA,Hemerobiidae,Micromus longispinosus,Micromus,longispinosus,"(Perkins, 1899)",end,,,,,,,,
NEUROPTERA,Hemerobiidae,Micromus minimus,Micromus,minimus,"(Perkins, 1899)",end,,,,Mo,,,,Ha
NEUROPTERA,Hemerobiidae,Micromus ombrias,Micromus,ombrias,"(Perkins, 1910)",end,,,Oa,,,,,
NEUROPTERA,Hemerobiidae,Micromus paradoxus,Micromus,paradoxus,"(Perkins, 1899)",end,,,Oa,Mo,,,,Ha
